0a50e09262,1451606401243,2.0,2.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0a50e09262,1451606691043,2.0,2.4,0.0,0.0,0.0,0.0,0.0,8289872,134217728,29090442,20800570,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:04:50.877
0a50e09262,1451607965843,2.0,2.4,17.647058,0.0,0.0,0.0,4.4117646,3736234,134217728,34619480,30883246,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:26:05.731
0a50e09262,1451611415651,2.0,2.4,NULL,NULL,NULL,NULL,NULL,3460158,134217728,33592352,30132194,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 03:23:35.539
0a50e09262,1451608415819,2.0,2.4,NULL,NULL,NULL,NULL,NULL,1558612,134217728,31669296,30110684,0,0,0,0,78,1,129,2,78,1,129,2,2016-01-01 02:33:35.679
0a50e09262,1451608030871,2.0,2.4,NULL,NULL,NULL,NULL,NULL,10359070,134217728,34232236,23873166,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:27:10.762
0a50e09262,1451609770986,2.0,1.4,35.714287,0.0,0.0,0.0,8.928572,32466,134217728,31711276,31678810,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:56:10.88
0a50e09262,1451608601266,2.0,0.3,13.333334,0.0,0.0,0.0,3.3333335,9853730,134217728,34230824,24377094,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:36:41.155
0a50e09262,1451606446297,2.0,0.3,11.764706,0.0,0.0,0.0,2.9411764,10645694,134217728,31261076,20615382,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:00:46.161
0a50e09262,1451610345340,2.0,2.4,23.529411,0.0,0.0,11.764706,8.823529,1657890,134217728,28690066,27032176,0,0,0,0,136,1,0,0,136,1,0,0,2016-01-01 03:05:45.256
0a50e09262,1451608620936,2.0,2.4,20.0,0.0,0.0,0.0,5.0,796914,134217728,31027436,30230522,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:37:00.753
0a50e09262,1451608685622,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0,134217728,43713194,43713194,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:38:05.517
0a50e09262,1451608581051,2.0,0.652,52.63158,0.0,0.0,0.0,13.157895,5150816,134217728,32063172,26912356,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:36:20.91
0a50e09262,1451606421263,2.0,0.3,11.764706,0.0,0.0,0.0,2.9411764,5756388,134217728,32931622,27175234,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:00:21.138
0a50e09262,1451609360896,2.0,0.96,17.647058,100.0,0.0,0.0,29.411764,11865248,134217728,31557002,19691754,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:49:20.789
0a50e09262,1451609320870,2.0,2.4,72.22222,44.444447,66.66667,5.882353,47.303925,9389636,134217728,31029472,21639836,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:48:40.737
0a50e09262,1451608860837,2.0,2.4,12.5,0.0,0.0,0.0,3.125,2581432,134217728,31637720,29056288,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:41:00.746
0a50e09262,1451608895537,2.0,2.2,5.882353,0.0,0.0,0.0,1.4705882,5220504,134217728,28904986,23684482,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:41:35.438
0a50e09262,1451611190869,2.0,2.4,5.882353,50.0,0.0,0.0,13.970589,2551058,134217728,31083946,28532888,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 03:19:50.733
0a50e09262,1451609925467,2.0,2.4,0.0,0.0,0.0,0.0,0.0,5979080,134217728,31761042,25781962,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:58:45.359
0a50e09262,1451607001379,2.0,1.4,12.5,0.0,0.0,0.0,3.125,9365588,134217728,34331932,24966344,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:10:01.255
0a50e09262,1451609095483,2.0,2.4,5.882353,0.0,0.0,0.0,1.4705882,4323140,134217728,31634950,27311810,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:44:55.376
0a50e09262,1451609020479,2.0,2.4,5.882353,0.0,0.0,0.0,1.4705882,1587860,134217728,30932134,29344274,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:43:40.435
0a50e09262,1451607106080,2.0,2.4,0.0,0.0,0.0,0.0,0.0,3121776,134217728,31606970,28485194,0,0,0,0,36,1,0,0,36,1,0,0,2016-01-01 02:11:45.937
0a50e09262,1451608915732,2.0,2.4,0.0,0.0,0.0,0.0,0.0,11874672,134217728,31344442,19469770,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:41:55.629
0a50e09262,1451608871353,2.0,0.3,NULL,NULL,NULL,NULL,NULL,9960126,134217728,34244440,24284314,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:41:11.229
0a50e09262,1451607075626,2.0,1.4,47.368423,100.0,17.647058,77.77778,60.69832,4097590,134217728,29721856,25624266,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:11:15.494
0a50e09262,1451610315554,2.0,2.4,11.764706,0.0,0.0,0.0,2.9411764,11260608,134217728,31418082,20157474,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 03:05:15.443
0a50e09262,1451608701023,2.0,1.1,70.588234,5.882353,50.0,100.0,56.617645,11465616,134217728,57198730,45733114,0,0,0,0,710,3,249,4,710,3,249,4,2016-01-01 02:38:20.91
0a50e09262,1451606705825,2.0,0.3,NULL,NULL,NULL,NULL,NULL,1687666,134217728,31376256,29688590,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:05:05.704
0a50e09262,1451607060855,2.0,2.4,0.0,50.0,0.0,0.0,12.5,0,134217728,113911666,113911666,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:11:00.738
0a50e09262,1451610270977,2.0,0.422,17.647058,0.0,0.0,0.0,4.4117646,10761200,134217728,34819300,24058100,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 03:04:30.858
0a50e09262,1451609025553,2.0,0.652,0.0,0.0,0.0,0.0,0.0,9836218,134217728,32531326,22695108,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:43:45.444
0a50e09262,1451610530759,2.0,1.4,53.333336,14.285715,0.0,0.0,16.904762,1948182,134217728,31321842,29373660,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 03:08:50.658
0a50e09262,1451609640728,2.0,2.4,11.111112,0.0,0.0,0.0,2.777778,2444394,134217728,31320566,28876172,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:54:00.615
0a50e09262,1451607291138,2.0,0.3,NULL,NULL,NULL,NULL,NULL,1468048,134217728,28813680,27345632,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:14:51.001
0a50e09262,1451607265678,2.0,2.4,0.0,0.0,0.0,0.0,0.0,7898548,134217728,32643286,24744738,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:14:25.529
0a50e09262,1451607791131,2.0,0.652,13.333334,0.0,0.0,0.0,3.3333335,474344,134217728,30767096,30292752,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01 02:23:10.975
