,UserId,UUID,Details,Action,ActionType,SessionType,Version,SessionID
0,97bb95f55a,1461851815453,Added shortcut to the home screen(app);skype,Add Shortcut,malicious,malicious,5.0,0
1,97bb95f55a,1462080920285,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,3
2,97bb95f55a,1462080920288,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,3
3,97bb95f55a,1462080920378,App entered onResume(),App Mode Change,malicious,malicious,5.0,3
4,97bb95f55a,1462080939256,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,3
5,97bb95f55a,1462098035506,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,4
6,97bb95f55a,1462098035560,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,4
7,97bb95f55a,1462098035563,App entered onResume(),App Mode Change,malicious,malicious,5.0,4
8,97bb95f55a,1462098049661,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,4
9,97bb95f55a,1462105510549,App Entered onCreate(),App Mode Change,benign,malicious,5.0,5
10,97bb95f55a,1462105511627,App entered onResume(),App Mode Change,benign,malicious,5.0,5
11,97bb95f55a,1462303213159,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,5
12,97bb95f55a,1462303213219,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,5
13,97bb95f55a,1462303213284,App entered onResume(),App Mode Change,malicious,malicious,5.0,5
14,97bb95f55a,1462303217907,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,5
15,97bb95f55a,1462303218044,App entered onPause(),App Mode Change,malicious,malicious,5.0,5
16,97bb95f55a,1462303218318,Successful send to server(duration [msec]-size [bytes]);410;30,Sending Data,malicious,malicious,5.0,5
17,97bb95f55a,1462303224756,App entered onResume(),App Mode Change,malicious,malicious,5.0,5
18,97bb95f55a,1462303229210,App entered onPause(),App Mode Change,malicious,malicious,5.0,5
19,97bb95f55a,1462303229641,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,5
20,97bb95f55a,1462303246068,App Entered onCreate(),App Mode Change,benign,malicious,5.0,6
21,97bb95f55a,1462303247394,App entered onResume(),App Mode Change,benign,malicious,5.0,6
22,97bb95f55a,1462303256837,App entered onPause(),App Mode Change,benign,malicious,5.0,6
23,97bb95f55a,1462303257019,App entered onStop(),App Mode Change,benign,malicious,5.0,6
24,97bb95f55a,1462303268158,App entered onResume(),App Mode Change,benign,malicious,5.0,6
25,97bb95f55a,1462303269277,Entered to Level view,View Change,benign,malicious,5.0,6
26,97bb95f55a,1462303271045,Entered to Game view,View Change,benign,malicious,5.0,6
27,97bb95f55a,1462303344491,Entered to Game view,View Change,benign,malicious,5.0,6
28,97bb95f55a,1462303452428,Entered to Game view,View Change,benign,malicious,5.0,6
29,97bb95f55a,1462303474988,Entered to Level view,View Change,benign,malicious,5.0,6
30,97bb95f55a,1462303476548,Entered to Game view,View Change,benign,malicious,5.0,6
31,97bb95f55a,1462303523237,Entered to Level view,View Change,benign,malicious,5.0,6
32,97bb95f55a,1462680407956,App Entered onCreate(),App Mode Change,benign,malicious,5.0,8
33,97bb95f55a,1462680409612,App entered onResume(),App Mode Change,benign,malicious,5.0,8
34,97bb95f55a,1462680411268,Entered to Level view,View Change,benign,malicious,5.0,8
35,97bb95f55a,1462680412473,Entered to Game view,View Change,benign,malicious,5.0,8
36,97bb95f55a,1462680456838,Entered to Game view,View Change,benign,malicious,5.0,8
37,97bb95f55a,1462680506600,Entered to Game view,View Change,benign,malicious,5.0,8
38,97bb95f55a,1462680551364,Entered to Game view,View Change,benign,malicious,5.0,8
39,97bb95f55a,1462680593780,Entered to Game view,View Change,benign,malicious,5.0,8
40,97bb95f55a,1462680643603,Entered to Level view,View Change,benign,malicious,5.0,8
41,97bb95f55a,1462680657748,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,8
42,97bb95f55a,1462680657794,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,8
43,97bb95f55a,1462680657795,App entered onResume(),App Mode Change,malicious,malicious,5.0,8
44,97bb95f55a,1462680669472,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,8
45,97bb95f55a,1462680669667,App entered onPause(),App Mode Change,malicious,malicious,5.0,8
46,97bb95f55a,1462680669742,Successful send to server(duration [msec]-size [bytes]);271;30,Sending Data,malicious,malicious,5.0,8
47,97bb95f55a,1462680673261,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,8
48,97bb95f55a,1462684008629,Pop Notification(app);skype,Post Notification,malicious,malicious,5.0,8
49,97bb95f55a,1462684008677,Added shortcut to the home screen(app);skype,Add Shortcut,malicious,malicious,5.0,8
50,97bb95f55a,1462684982006,Pop Notification(app);skype,Post Notification,malicious,malicious,5.0,8
51,97bb95f55a,1462686606297,Login screen launched(login app);Skype,Notification Tapped,malicious,malicious,5.0,8
52,97bb95f55a,1462686606299,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,8
53,97bb95f55a,1462686606382,App entered onResume(),App Mode Change,malicious,malicious,5.0,8
54,97bb95f55a,1462686623073,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,8
55,97bb95f55a,1462686623153,App entered onPause(),App Mode Change,malicious,malicious,5.0,8
56,97bb95f55a,1462686623833,Successful send to server(duration [msec]-size [bytes]);761;27,Sending Data,malicious,malicious,5.0,8
57,97bb95f55a,1462686628485,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,8
58,97bb95f55a,1463005996789,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,9
59,97bb95f55a,1463005996845,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,9
60,97bb95f55a,1463005996847,App entered onResume(),App Mode Change,malicious,malicious,5.0,9
61,97bb95f55a,1463006005921,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,9
62,97bb95f55a,1463006006121,App entered onPause(),App Mode Change,malicious,malicious,5.0,9
63,97bb95f55a,1463006006245,Successful send to server(duration [msec]-size [bytes]);324;30,Sending Data,malicious,malicious,5.0,9
64,97bb95f55a,1463006008895,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,9
65,97bb95f55a,1463078679938,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,9
66,97bb95f55a,1463078680046,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,9
67,97bb95f55a,1463078680048,App entered onResume(),App Mode Change,malicious,malicious,5.0,9
68,97bb95f55a,1463078688458,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,9
69,97bb95f55a,1463078688655,App entered onPause(),App Mode Change,malicious,malicious,5.0,9
70,97bb95f55a,1463078691667,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,9
71,97bb95f55a,1463078694182,Successful send to server(duration [msec]-size [bytes]);5723;30,Sending Data,malicious,malicious,5.0,9
72,97bb95f55a,1463253050904,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,10
73,97bb95f55a,1463253050971,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
74,97bb95f55a,1463253050973,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
75,97bb95f55a,1463253064863,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
76,97bb95f55a,1463253065117,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
77,97bb95f55a,1463253065772,Successful send to server(duration [msec]-size [bytes]);910;30,Sending Data,malicious,malicious,5.0,10
78,97bb95f55a,1463253068457,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
79,97bb95f55a,1463290923884,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,10
80,97bb95f55a,1463290923931,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
