UserId,UUID,Version,Telephoney_deviceId,Telephoney_deviceSoftwareVersion,Telephoney_networkCountryIso,Telephoney_networkOperator,Telephoney_networkOperatorName,Telephoney_networkType,Telephoney_phoneType,Telephoney_simCountryIso,Telephoney_simOperator,Telephoney_simOperatorName,Telephoney_simSerialNumber,Telephoney_simState,Telephoney_subscriberId,Telephoney_hassIccCard,Telephoney_timestemp,Hardware_wifiMac,Hardware_bluetoothMac,Hardware_androidId,Hardware_brand,Hardware_model,Hardware_deviceId,SystemInfo_OS_version,SystemInfo_Baseband_version,SystemInfo_SDK,SystemInfo_KernelInfo,SystemInfo_timestemp
97bb95f55a,1461810132306,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,10,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-04-28 04:22:12.254,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-04-28 04:22:12.226
97bb95f55a,1461853761332,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,10,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-04-28 16:29:21.455,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-04-28 16:29:21.32
97bb95f55a,1461854175049,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,10,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-04-28 17:36:13.879,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-04-28 17:36:13.733
97bb95f55a,1462040467954,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,10,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-04-30 20:21:07.879,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-04-30 20:21:07.848
97bb95f55a,1462053633470,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,13,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-05-01 00:00:33.528,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-05-01 00:00:33.483
97bb95f55a,1462064523685,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,13,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-05-01 03:02:03.608,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-05-01 03:02:03.584
97bb95f55a,1462084005819,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,15,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-05-01 09:26:43.212,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-05-01 09:26:43.185
97bb95f55a,1462099523459,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,10,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-05-01 13:45:22.61,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-05-01 13:45:22.576
97bb95f55a,1462105547798,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,15,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-05-01 15:25:46.211,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-05-01 15:25:46.15
97bb95f55a,1462129575558,2.2,0xC9BBAB88E558ED78B9AF59E2EA080B8C,01,0x18BF4E84F52AB0B82731630D8AECB00D,0xD688B06448E02689744497E83A796106,0x2BEED070F9F696EB4E7162FC1B90CE30,13,1,0x18BF4E84F52AB0B82731630D8AECB00D,0xF4C83A5575E6A23D612632EA0AC5396D,0x2BEED070F9F696EB4E7162FC1B90CE30,0x3B166188C5C063E7417477CF49395B91,5,0xB779AF33626BE1E4E883557C5F3C4AD6,true,2016-05-01 21:06:15.439,0x982F7350A9602F55F3F7D159C83378B8,0x69FA71A8F27789579667C1D2D172EB3E,5ce1475af1675e4c,samsung,SM-G900F,0xC9BBAB88E558ED78B9AF59E2EA080B8C,5.0,G900FXXU1BOE3,21,Linux version 3.4.0-4872298 (dpi@SWDD3921) (gcc version 4.8 (GCC) ) #1 SMP PREEMPT Sat May 9 22:57:31 KST 2015,2016-05-01 21:06:15.409
